Temperature,Dewpoint,WindDirection,Humidity,pressure,WindSpeed
86,73,NW,66,26.86,7
88,73,VAR,62,26.86,6
88,73,VAR,62,26.83,7
88,73,NNW,62,26.83,7
90,73,NNW,59,26.81,7
90,72,NW,55,26.81,9
90,72,WNW,55,26.78,9
90,72,WNW,55,26.78,7
90,72,S,55,26.78,7
90,72,VAR,55,26.78,7
90,72,WNW,55,26.78,7
90,73,NW,59,26.78,7
90,73,NNW,59,26.78,7
90,72,NW,55,26.78,7
88,73,NW,62,26.78,6
88,72,NW,58,26.78,5
86,73,VAR,66,26.81,3
86,73,VAR,66,26.81,3
86,73,VAR,66,26.83,2
84,75,VAR,74,26.83,2
84,75,CALM,74,26.83,0
84,75,VAR,74,26.86,1
82,77,CALM,84,26.86,0
84,75,VAR,74,26.86,1
82,77,VAR,84,26.86,2
82,77,VAR,84,26.86,1
82,77,VAR,84,26.83,1
82,77,VAR,84,26.83,3
82,75,NE,79,26.83,6
82,77,VAR,84,26.81,3
82,77,VAR,84,26.81,2
81,77,SE,89,26.81,3
81,79,ESE,94,26.81,6
81,79,ESE,94,26.81,7
81,79,SE,94,26.81,8
81,79,S,94,26.81,9
79,79,SSW,100,26.81,9
79,77,WSW,94,26.83,10
77,77,WNW,100,26.83,8
77,77,WNW,100,26.83,6
75,75,W,100,26.83,10
75,75,VAR,100,26.86,2
75,75,W,100,26.89,5
75,75,WNW,100,26.86,7
79,75,NW,89,26.86,7
81,75,NW,84,26.86,8
82,77,NW,84,26.86,7
84,77,NW,79,26.86,7
86,75,VAR,70,26.86,2
88,72,NNE,58,26.83,8
88,75,VAR,66,26.83,6
90,73,W,59,26.81,7
88,75,NNW,66,26.81,8
88,73,SE,62,26.81,8
90,73,WNW,59,26.78,8
91,73,NNW,55,26.78,8
91,70,NW,49,26.75,8
91,73,VAR,55,26.75,6
93,72,NE,49,26.75,7
91,72,VAR,52,26.75,6
91,75,VAR,59,26.75,6
91,75,VAR,59,26.75,6
90,73,VAR,59,26.75,3
88,75,VAR,66,26.75,3
88,75,VAR,66,26.75,7
88,73,VAR,62,26.78,6
86,75,NNE,70,26.78,6
86,75,VAR,70,26.81,3
86,75,VAR,70,26.81,2
86,75,VAR,70,26.83,1
86,77,VAR,74,26.83,2
86,75,VAR,70,26.83,2
84,77,ENE,79,26.86,5
84,77,CALM,79,26.83,0
84,77,VAR,79,26.83,1
82,77,ESE,84,26.83,5
81,77,SSE,89,26.83,3
81,77,VAR,89,26.83,2
81,77,VAR,89,26.83,1
81,79,VAR,94,26.83,3
79,79,SSE,100,26.81,5
79,79,VAR,100,26.81,2
79,79,VAR,100,26.81,1
81,79,VAR,94,26.81,3
79,79,SSE,100,26.81,6
79,79,S,100,26.83,7
79,77,SSW,94,26.83,14
77,75,WSW,94,26.83,9
77,75,WSW,94,26.83,9
77,75,SSW,94,26.83,6
77,75,W,94,26.83,8
77,75,WNW,94,26.83,6
77,75,NW,94,26.86,5
79,75,NNW,89,26.86,3
81,77,WNW,89,26.86,5
82,75,WNW,79,26.86,6
84,75,NW,74,26.86,6
86,75,VAR,70,26.86,5
88,75,NE,66,26.86,6
88,75,VAR,66,26.83,8
90,75,VAR,62,26.83,7
91,75,NNE,59,26.83,6
90,73,VAR,59,26.83,9
91,73,VAR,55,26.81,10
91,73,VAR,55,26.81,7
90,73,VAR,59,26.78,8
91,72,VAR,52,26.78,7
93,73,N,52,26.75,10
93,72,NNW,49,26.73,9
93,72,VAR,49,26.73,9
90,73,VAR,59,26.73,14
84,77,S,79,26.75,13
81,73,S,79,26.78,10
81,73,ESE,79,26.78,8
77,73,ESE,89,26.78,8
77,73,SSE,89,26.81,9
77,73,SSE,89,26.81,9
77,75,SE,94,26.81,6
77,75,WNW,94,26.83,5
77,75,VAR,94,26.83,2
77,77,VAR,100,26.86,2
77,77,VAR,100,26.86,2
77,77,VAR,100,26.86,2
77,77,VAR,100,26.86,2
77,77,WNW,100,26.89,5
77,77,SW,100,26.89,10
77,77,WSW,100,26.89,9
77,77,S,100,26.86,5
77,77,SSW,100,26.86,5
77,77,SSW,100,26.86,5
77,77,VAR,100,26.86,1
77,77,E,100,26.83,3
77,77,VAR,100,26.83,1
77,77,VAR,100,26.83,2
77,77,WNW,100,26.83,5
75,75,W,100,26.83,9
75,75,WNW,100,26.83,5
75,75,VAR,100,26.83,1
75,75,VAR,100,26.81,1
75,75,VAR,100,26.81,2
73,73,VAR,100,26.83,3
75,75,VAR,100,26.83,1
77,77,VAR,100,26.83,1
79,77,VAR,94,26.83,2
79,77,VAR,94,26.86,2
81,77,VAR,89,26.86,2
84,75,VAR,74,26.86,2
84,73,ENE,70,26.86,6
86,75,E,70,26.86,6
88,73,E,62,26.86,6
90,73,ENE,59,26.86,6
90,73,NE,59,26.83,6
91,73,E,55,26.83,7
90,73,ENE,59,26.81,7
90,72,ENE,55,26.81,7
91,72,NE,52,26.81,7
90,73,E,59,26.78,7
91,72,E,52,26.78,5
91,72,ENE,52,26.75,7
90,73,ENE,59,26.75,12
86,73,NE,66,26.75,10
88,75,ENE,66,26.75,7
88,73,E,62,26.78,8
88,73,E,62,26.75,7
82,75,SE,79,26.78,15
81,73,ESE,79,26.78,13
81,75,E,84,26.81,9
81,75,E,84,26.81,12
77,77,ESE,100,26.83,13
77,77,ESE,100,26.83,14
75,73,SE,94,26.83,12
77,75,ESE,94,26.86,10
77,75,ESE,94,26.86,7
77,77,S,100,26.89,6
75,75,SE,100,26.89,12
75,75,SE,100,26.89,8
75,75,S,100,26.89,8
75,75,SSE,100,26.89,3
77,77,SSW,100,26.89,5
75,75,VAR,100,26.89,1
75,75,SE,100,26.89,5
75,75,VAR,100,26.86,2
77,77,VAR,100,26.86,1
77,77,VAR,100,26.86,2
77,77,VAR,100,26.86,1
77,77,VAR,100,26.86,3
75,75,W,100,26.86,5
75,75,W,100,26.83,5
75,75,W,100,26.83,6
75,75,VAR,100,26.83,1
75,75,E,100,26.83,5
75,75,VAR,100,26.83,1
73,73,VAR,100,26.83,1
75,75,VAR,100,26.86,1
75,75,VAR,100,26.86,2
75,75,VAR,100,26.86,1
77,77,VAR,100,26.86,1
77,77,SE,100,26.89,5
79,79,SE,100,26.89,7
79,77,SE,94,26.89,7
81,77,SE,89,26.91,7
82,77,SSE,84,26.91,7
86,77,VAR,74,26.89,3
86,75,VAR,70,26.89,3
86,75,SE,70,26.89,5
88,75,SE,66,26.89,5
90,73,ESE,59,26.86,7
90,73,SE,59,26.86,5
90,73,VAR,59,26.86,5
90,73,VAR,59,26.83,5
90,73,SE,59,26.83,6
91,72,SE,52,26.81,6
91,72,SE,52,26.81,7
91,73,SE,55,26.78,5
90,72,SE,55,26.78,6
90,73,ESE,59,26.78,8
86,72,SE,62,26.81,9
86,77,VAR,74,26.83,2
82,73,VAR,74,26.83,2
81,73,VAR,79,26.86,15
79,73,N,83,26.86,16
82,72,VAR,70,26.86,2
82,73,VAR,74,26.89,2
82,77,ESE,84,26.89,3
82,77,SSE,84,26.89,6
82,77,VAR,84,26.89,1
82,77,VAR,84,26.91,2
82,77,ESE,84,26.91,9
81,77,ESE,89,26.89,10
81,79,ESE,94,26.91,10
79,79,SE,100,26.91,6
79,79,SE,100,26.91,6
79,79,ESE,100,26.89,6
79,79,ESE,100,26.89,5
79,79,SE,100,26.89,6
79,79,ESE,100,26.86,3
79,79,E,100,26.86,5
79,79,SSE,100,26.86,5
77,77,SE,100,26.86,6
77,77,VAR,100,26.86,2
77,77,SE,100,26.86,5
77,77,VAR,100,26.86,2
77,77,SE,100,26.86,3
75,75,E,100,26.89,3
77,77,E,100,26.89,3
79,79,ESE,100,26.89,7
79,77,SE,94,26.91,7
79,77,SE,94,26.91,7
81,75,SE,84,26.91,7
82,75,SSE,79,26.91,6
84,75,ESE,74,26.94,8
86,75,ESE,70,26.91,7
88,72,ESE,58,26.91,8
88,72,ESE,58,26.91,12
90,72,ESE,55,26.89,12
90,72,ESE,55,26.89,9
90,68,E,49,26.86,9
91,70,E,49,26.86,10
91,68,E,46,26.86,10
91,68,ESE,46,26.83,10
91,70,E,49,26.83,9
91,68,ESE,46,26.83,12
91,68,ESE,46,26.83,12
93,68,ESE,44,26.81,10
91,66,ESE,43,26.83,10
90,68,E,49,26.83,9
90,70,E,52,26.83,10
86,72,ESE,62,26.83,7
86,73,ESE,66,26.83,7
84,73,ESE,70,26.86,7
84,75,SE,74,26.86,6
82,75,ESE,79,26.89,7
82,75,ESE,79,26.91,7
82,77,SE,84,26.91,7
82,77,E,84,26.91,6
81,77,ESE,89,26.91,7
81,79,SE,94,26.91,6
81,79,SE,94,26.91,6
81,79,ESE,94,26.89,7
79,79,SE,100,26.89,6
79,79,VAR,100,26.89,3
79,79,VAR,100,26.86,2
79,79,E,100,26.86,5
79,79,E,100,26.86,3
79,79,E,100,26.86,3
79,79,VAR,100,26.86,1
79,79,VAR,100,26.86,1
79,79,VAR,100,26.86,3
79,79,ESE,100,26.86,3
79,79,VAR,100,26.86,3
79,79,SE,100,26.86,5
79,79,ESE,100,26.86,6
77,77,E,100,26.89,6
77,77,E,100,26.89,5
77,77,E,100,26.91,6
77,77,E,100,26.91,5
77,77,E,100,26.91,5
79,79,E,100,26.91,6
81,77,ESE,89,26.91,6
82,75,ESE,79,26.94,9
82,77,SE,84,26.94,9
84,75,ESE,74,26.94,10
84,75,ESE,74,26.94,12
86,75,ESE,70,26.94,13
88,73,E,62,26.94,10
88,73,ESE,62,26.91,10
90,73,ESE,59,26.91,10
91,73,ESE,55,26.89,9
90,73,ESE,59,26.89,9
91,73,E,55,26.86,6
91,75,E,59,26.86,10
90,72,E,55,26.83,9
91,73,E,55,26.83,9
91,73,ESE,55,26.83,7
91,73,ESE,55,26.83,7
90,72,E,55,26.81,9
90,72,E,55,26.81,10
86,75,NE,70,26.83,9
84,77,ENE,79,26.83,8
82,77,NNE,84,26.83,8
82,77,NE,84,26.86,10
79,79,NE,100,26.86,9
77,77,ESE,100,26.89,10
75,75,SSE,100,26.86,9
77,77,E,100,26.89,1
77,77,E,100,26.89,14
77,77,E,100,26.89,10
79,79,E,100,26.91,6
79,79,E,100,26.91,7
79,79,E,100,26.91,7
79,79,E,100,26.91,12
77,77,E,100,26.91,7
77,77,ESE,100,26.91,8
77,77,ESE,100,26.91,6
77,77,ESE,100,26.91,5
77,77,SE,100,26.91,3
77,77,ESE,100,26.91,8
75,75,E,100,26.89,7
75,75,SE,100,26.89,6
75,75,SSE,100,26.89,6
75,75,SE,100,26.89,3
75,75,S,100,26.89,7
75,75,VAR,100,26.89,2
75,75,ESE,100,26.89,5
75,75,VAR,100,26.89,2
75,75,SSE,100,26.89,3
75,75,E,100,26.89,3
75,75,SE,100,26.89,5
75,75,VAR,100,26.91,2
73,73,VAR,100,26.91,2
75,75,VAR,100,26.91,2
77,77,SE,100,26.91,6
77,77,ESE,100,26.94,6
79,75,SE,89,26.94,8
81,75,ESE,84,26.94,8
82,75,ESE,79,26.94,9
82,73,ESE,74,26.94,10
84,75,E,74,26.94,12
84,73,ESE,70,26.91,10
86,73,SE,66,26.91,12
88,73,E,62,26.89,9
88,73,ESE,62,26.89,10
86,73,ESE,66,26.86,9
88,72,VAR,58,26.86,8
90,73,ESE,59,26.83,9
88,73,E,62,26.83,9
90,72,E,55,26.83,7
91,72,E,52,26.81,9
90,72,ESE,55,26.81,9
90,72,ENE,55,26.81,6
86,73,SSE,66,26.83,7
84,75,SSW,74,26.83,7
84,75,S,74,26.83,6
82,77,S,84,26.83,5
82,79,VAR,89,26.86,2
82,79,VAR,89,26.86,1
82,79,VAR,89,26.89,1
82,79,VAR,89,26.89,1
81,79,VAR,94,26.89,1
79,79,E,100,26.91,5
79,79,ESE,100,26.91,5
81,77,SE,89,26.89,6
79,79,VAR,100,26.89,3
79,79,ESE,100,26.89,3
79,79,E,100,26.89,9
79,79,ESE,100,26.86,6
79,79,VAR,100,26.86,3
79,79,E,100,26.86,5
77,77,E,100,26.83,5
77,77,E,100,26.83,7
77,77,E,100,26.83,6
77,77,SE,100,26.86,5
77,77,VAR,100,26.86,2
77,77,VAR,100,26.86,1
77,77,VAR,100,26.86,1
77,77,VAR,100,26.89,1
77,75,VAR,94,26.89,2
75,75,VAR,100,26.89,3
77,75,E,94,26.89,5
77,75,VAR,94,26.91,2
79,77,E,94,26.91,7
82,79,E,89,26.89,7
82,79,E,89,26.89,7
86,79,ESE,79,26.89,9
86,79,ESE,79,26.89,9
84,79,ESE,84,26.91,9
86,81,ESE,84,26.91,9
88,79,E,75,26.89,9
88,81,E,79,26.89,12
88,81,E,79,26.89,12
90,81,E,75,26.86,12
90,81,E,75,26.86,12
91,79,E,66,26.83,8
91,79,ESE,66,26.81,8
93,79,ESE,63,26.81,8
93,79,E,63,26.81,9
93,79,ESE,63,26.78,9
93,79,ESE,63,26.78,7
93,79,ESE,63,26.81,7
93,79,ESE,63,26.81,7
93,77,ESE,59,26.78,7
88,79,SSE,75,26.81,9
86,77,SSE,74,26.81,6
84,77,SSE,79,26.81,6
84,77,SSE,79,26.83,5
84,77,SSE,79,26.83,5
77,75,SSE,94,26.91,5
77,75,SE,94,26.91,9
77,75,SSE,94,26.89,5
77,77,SSE,100,26.91,5
77,77,ESE,100,26.91,5
77,77,E,100,26.91,5
77,77,SSE,100,26.91,5
77,77,SSE,100,26.91,5
77,77,SSE,100,26.91,5
77,77,SSE,100,26.89,5
77,77,SSE,100,26.86,5
77,75,SSE,94,26.83,5
77,75,ESE,94,26.83,5
77,75,SSE,94,26.83,5
77,75,E,94,26.86,5
75,75,NNE,100,26.86,5
77,75,N,94,26.86,3
77,75,E,94,26.86,5
77,75,SSE,94,26.86,5
77,77,SSE,100,26.86,5
77,77,SSE,100,26.86,5
77,77,SSE,100,26.86,5
77,77,SSE,100,26.89,5
81,79,SSE,94,26.89,5
81,79,SSE,94,26.91,5
81,79,SSE,94,26.94,5
81,79,SSE,94,26.94,5
82,79,SSE,89,26.94,5
84,79,SSE,84,26.94,5
88,81,E,79,26.94,9
88,77,E,70,26.91,6
88,75,E,66,26.91,6
91,77,E,63,26.89,7
91,79,ESE,66,26.89,12
91,77,E,63,26.86,12
93,77,E,59,26.86,9
93,77,E,59,26.83,9
93,75,E,56,26.83,12
95,75,E,53,26.83,14
95,75,ESE,53,26.81,9
95,75,ESE,53,26.81,9
95,75,ESE,53,26.81,9
95,75,ESE,53,26.78,9
91,66,ESE,43,26.81,9
88,68,ESE,52,26.81,7
86,70,ESE,58,26.83,6
84,70,ESE,62,26.86,6
84,70,ESE,62,26.86,5
82,70,ESE,66,26.89,5
82,70,SSE,66,26.91,5
81,72,VAR,74,26.91,2
81,75,VAR,84,26.91,1
79,73,VAR,83,26.94,1
79,72,VAR,78,26.94,1
79,72,VAR,78,26.91,2
79,72,SSE,78,26.91,5
77,75,VAR,94,26.91,1
77,73,VAR,89,26.91,1
75,75,VAR,100,26.89,2
75,75,VAR,100,26.89,2
75,75,VAR,100,26.89,1
73,73,VAR,100,26.89,1
73,73,VAR,100,26.89,1
75,75,VAR,100,26.86,1
73,73,CALM,100,26.86,0
73,73,VAR,100,26.89,2
72,72,VAR,100,26.89,1
72,72,VAR,100,26.89,2
72,72,VAR,100,26.89,1
72,72,VAR,100,26.89,1
73,73,VAR,100,26.91,1
75,75,VAR,100,26.91,1
79,77,CALM,94,26.94,0
82,77,VAR,84,26.94,1
82,75,VAR,79,26.94,2
84,73,E,70,26.94,5
86,70,VAR,58,26.94,5
88,68,E,52,26.94,9
90,66,E,46,26.91,8
90,66,E,46,26.91,8
91,64,VAR,41,26.89,5
91,64,E,41,26.89,8
91,64,ESE,41,26.86,6
93,63,E,36,26.83,10
93,63,VAR,36,26.83,6
93,63,VAR,36,26.83,6
93,61,ESE,34,26.81,9
95,61,ESE,32,26.81,8
93,63,E,36,26.81,9
93,63,ESE,36,26.81,10
91,64,ESE,41,26.81,9
90,64,SE,43,26.83,7
88,68,SSE,52,26.83,5
88,68,SE,52,26.83,3
86,68,ESE,55,26.83,3
84,70,ESE,62,26.86,5
84,70,ESE,62,26.86,6
82,72,E,70,26.89,3
82,72,S,70,26.89,5
82,72,SE,70,26.89,3
81,73,SE,79,26.89,5
79,73,VAR,83,26.89,3
79,73,VAR,83,26.91,2
79,73,SE,83,26.89,5
79,75,VAR,89,26.89,2
77,75,VAR,94,26.86,2
77,75,VAR,94,26.86,2
77,75,VAR,94,26.86,2
77,75,VAR,94,26.86,2
77,75,VAR,94,26.83,2
75,75,VAR,100,26.83,2
77,75,VAR,94,26.83,2
75,75,VAR,100,26.86,2
75,75,VAR,100,26.83,1
75,75,VAR,100,26.83,2
73,73,VAR,100,26.86,1
73,73,CALM,100,26.86,0
73,73,VAR,100,26.86,1
75,75,VAR,100,26.89,1
77,77,VAR,100,26.89,1
79,77,VAR,94,26.91,2
82,73,VAR,74,26.91,2
84,72,SSW,66,26.91,5
86,70,VAR,58,26.94,3
86,72,ESE,62,26.94,5
88,70,VAR,55,26.94,2
88,70,VAR,55,26.91,2
88,70,VAR,55,26.91,3
90,70,SE,52,26.89,6
90,68,E,49,26.89,5
91,68,VAR,46,26.86,2
91,68,VAR,46,26.86,2
90,68,VAR,49,26.83,2
93,68,VAR,44,26.81,2
91,68,S,46,26.81,5
91,68,WNW,46,26.81,5
91,68,S,46,26.81,5
91,68,VAR,46,26.81,2
90,68,S,49,26.81,3
90,72,SSE,55,26.81,5
86,72,VAR,62,26.83,5
82,70,W,66,26.83,10
84,70,W,62,26.86,9
84,70,SW,62,26.86,7
81,73,VAR,79,26.86,2
82,73,VAR,74,26.89,3
82,72,E,70,26.89,7
81,73,E,79,26.89,5
81,73,VAR,79,26.89,3
81,73,VAR,79,26.89,1
81,73,SSE,79,26.89,3
79,75,VAR,89,26.89,1
77,77,VAR,100,26.86,1
77,77,VAR,100,26.86,1
77,75,VAR,94,26.86,1
77,75,VAR,94,26.83,2
77,75,VAR,94,26.83,1
77,75,VAR,94,26.83,2
77,75,VAR,94,26.83,3
75,75,CALM,100,26.83,0
75,75,CALM,100,26.83,0
77,75,CALM,94,26.86,0
73,73,VAR,100,26.86,1
73,73,CALM,100,26.89,0
75,75,VAR,100,26.89,1
75,75,VAR,100,26.91,1
77,77,VAR,100,26.91,2
79,77,E,94,26.91,3
79,77,VAR,94,26.94,1
81,77,VAR,89,26.94,1
82,75,VAR,79,26.94,3
84,77,SSW,79,26.94,5
84,75,SSW,74,26.94,6
84,75,SSW,74,26.94,6
84,75,SW,74,26.94,5
88,75,W,66,26.94,7
88,73,NW,62,26.94,6
88,73,NNW,62,26.91,5
88,72,NW,58,26.89,7
90,70,W,52,26.86,5
90,72,NW,55,26.86,6
91,72,W,52,26.83,8
93,70,NW,46,26.83,6
91,68,NW,46,26.83,6
93,68,VAR,44,26.81,2
91,68,NNW,46,26.81,7
91,66,NW,43,26.81,5
91,68,NW,46,26.81,7
91,68,NW,46,26.83,6
90,70,WNW,52,26.83,5
88,72,NW,58,26.83,3
86,72,VAR,62,26.83,2
86,72,VAR,62,26.86,1
86,70,VAR,58,26.89,2
86,68,VAR,55,26.89,2
82,75,VAR,79,26.91,2
84,70,VAR,62,26.91,2
82,75,VAR,79,26.91,1
82,70,VAR,66,26.91,2
81,70,VAR,70,26.91,2
79,75,CALM,89,26.91,0
79,73,CALM,83,26.91,0
77,75,CALM,94,26.89,0
77,75,VAR,94,26.89,1
77,75,VAR,94,26.89,1
79,73,VAR,83,26.86,2
75,75,VAR,100,26.86,1
77,75,CALM,94,26.86,0
75,75,VAR,100,26.86,2
75,75,VAR,100,26.86,2
75,75,VAR,100,26.86,2
75,75,VAR,100,26.86,1
73,73,VAR,100,26.89,1
73,73,CALM,100,26.89,0
75,73,VAR,94,26.89,1
77,77,VAR,100,26.91,1
81,77,VAR,89,26.94,2
82,77,VAR,84,26.94,2
82,77,SSW,84,26.94,5
86,75,VAR,70,26.94,2
88,75,WNW,66,26.94,5
88,72,VAR,58,26.94,3
90,73,VAR,59,26.91,5
90,72,NE,55,26.91,7
91,72,VAR,52,26.89,6
91,72,VAR,52,26.89,7
91,72,W,52,26.86,7
95,72,VAR,47,26.86,5
93,72,WNW,49,26.83,5
93,72,VAR,49,26.83,7
93,72,WNW,49,26.81,7
91,72,VAR,52,26.81,2
93,72,WSW,49,26.81,6
88,73,SSE,62,26.81,7
88,72,SE,58,26.81,10
86,72,SE,62,26.81,6
90,72,VAR,55,26.81,2
90,70,VAR,52,26.81,2
86,75,VAR,70,26.83,2
88,73,VAR,62,26.83,1
84,75,VAR,74,26.86,1
84,75,VAR,74,26.86,1
84,73,W,70,26.91,9
84,73,N,70,26.91,9
84,73,NNW,70,26.91,9
82,73,VAR,74,26.91,9
79,73,VAR,83,26.91,10
77,73,W,89,26.94,8
73,72,NE,94,26.94,15
73,72,SSW,94,26.91,8
73,72,S,94,26.94,9
73,73,SSW,100,26.94,6
73,73,SSW,100,26.91,5
73,73,WNW,100,26.94,6
73,73,W,100,26.94,6
73,73,W,100,26.94,7
75,75,W,100,26.94,10
75,75,SSE,100,26.94,7
75,75,S,100,26.94,5
75,75,SSW,100,26.91,9
75,75,S,100,26.91,5
75,75,S,100,26.89,5
75,75,SW,100,26.89,10
75,75,W,100,26.89,8
75,75,WSW,100,26.89,10
75,75,W,100,26.89,8
75,75,W,100,26.89,7
75,75,WNW,100,26.89,6
75,75,WNW,100,26.89,8
75,75,W,100,26.89,9
75,75,W,100,26.89,9
75,75,W,100,26.89,7
73,73,W,100,26.89,6
75,75,W,100,26.91,6
75,75,W,100,26.91,6
77,77,NW,100,26.91,3
77,77,WNW,100,26.91,6
79,77,WNW,94,26.94,6
81,77,NW,89,26.94,5
82,77,NW,84,26.94,5
84,77,VAR,79,26.94,3
88,75,VAR,66,26.94,5
88,75,VAR,66,26.91,5
90,75,WNW,62,26.91,8
90,70,VAR,52,26.89,7
90,70,VAR,52,26.86,8
90,72,NW,55,26.86,9
91,72,VAR,52,26.83,7
91,72,NW,52,26.81,6
91,73,VAR,55,26.78,6
90,72,NW,55,26.78,5
90,73,NW,59,26.78,5
90,73,W,59,26.81,7
90,73,W,59,26.78,7
84,75,E,74,26.81,12
81,72,ENE,74,26.83,15
79,72,E,78,26.83,17
75,73,E,94,26.83,17
73,73,E,100,26.83,22
73,73,VAR,100,26.86,8
75,75,SW,100,26.86,8
73,73,S,100,26.86,7
73,73,S,100,26.86,7
73,73,SSW,100,26.86,5
75,75,W,100,26.89,9
75,75,WSW,100,26.91,7
75,75,VAR,100,26.94,5
75,75,VAR,100,26.94,6
72,72,S,100,26.91,3
73,73,VAR,100,26.91,2
73,73,VAR,100,26.91,2
73,73,VAR,100,26.89,2
73,73,VAR,100,26.89,1
73,73,VAR,100,26.86,3
75,75,VAR,100,26.83,3
75,73,W,94,26.83,3
75,75,VAR,100,26.81,1
75,75,WSW,100,26.81,7
75,75,WSW,100,26.81,8
75,75,W,100,26.81,7
75,75,W,100,26.83,6
73,73,W,100,26.83,5
73,73,W,100,26.86,6
73,73,W,100,26.86,5
73,73,WNW,100,26.86,3
73,73,WNW,100,26.86,5
73,73,WNW,100,26.86,6
75,75,WNW,100,26.89,5
77,77,WNW,100,26.89,5
77,77,NW,100,26.89,6
79,77,W,94,26.89,7
81,75,W,84,26.89,9
82,75,WNW,79,26.89,8
84,75,W,74,26.89,9
84,77,W,79,26.86,8
86,75,WNW,70,26.86,9
88,75,WNW,66,26.83,8
88,73,WNW,62,26.83,7
88,73,W,62,26.81,8
90,72,W,55,26.78,7
90,72,WNW,55,26.78,8
90,72,WNW,55,26.75,9
86,73,NW,66,26.75,9
84,75,WNW,74,26.75,9
84,73,NW,70,26.75,6
84,75,WSW,74,26.75,8
82,73,W,74,26.75,6
82,75,W,79,26.78,5
82,73,SW,74,26.78,3
81,75,SSW,84,26.78,5
81,79,S,94,26.81,5
79,79,VAR,100,26.81,2
79,77,VAR,94,26.81,2
79,79,VAR,100,26.83,3
79,79,S,100,26.83,5
79,77,S,94,26.83,3
79,79,NE,100,26.86,5
79,79,VAR,100,26.86,2
79,77,VAR,94,26.86,3
79,77,W,94,26.86,5
77,77,VAR,100,26.83,2
77,77,SW,100,26.83,7
77,77,VAR,100,26.83,2
77,77,VAR,100,26.83,3
75,75,VAR,100,26.83,3
75,75,VAR,100,26.83,1
75,75,VAR,100,26.81,1
75,75,VAR,100,26.81,1
75,75,VAR,100,26.81,2
75,75,WSW,100,26.81,6
75,75,W,100,26.81,7
75,75,WSW,100,26.81,6
73,73,W,100,26.81,7
75,75,WSW,100,26.81,7
75,75,WSW,100,26.83,7
73,73,SW,100,26.83,8
73,73,W,100,26.83,7
73,73,WNW,100,26.83,7
75,75,W,100,26.86,8
77,75,WNW,94,26.86,9
79,75,WNW,89,26.89,6
79,75,WNW,89,26.89,7
81,75,WNW,84,26.89,8
82,75,WNW,79,26.89,9
82,73,NW,74,26.89,9
82,73,NW,74,26.89,10
84,73,WNW,70,26.86,9
84,75,WNW,74,26.86,8
88,77,VAR,70,26.83,6
86,75,NW,70,26.83,6
86,75,NW,70,26.81,6
88,77,VAR,70,26.78,6
86,73,NW,66,26.78,7
86,75,WNW,70,26.75,8
86,75,NW,70,26.75,6
84,77,VAR,79,26.75,7
86,75,VAR,70,26.75,5
86,75,VAR,70,26.75,2
86,77,VAR,74,26.78,2
82,75,ENE,79,26.78,5
81,75,VAR,84,26.81,1
81,77,VAR,89,26.81,1
81,79,VAR,94,26.81,3
81,79,NE,94,26.83,3
81,79,ESE,94,26.83,5
81,79,E,94,26.86,6
79,79,E,100,26.86,5
79,79,VAR,100,26.86,2
77,77,S,100,26.86,10
75,75,SSW,100,26.89,12
75,75,WSW,100,26.89,14
75,75,WSW,100,26.86,16
73,73,W,100,26.89,15
72,72,W,100,26.89,13
72,72,W,100,26.89,13
73,73,W,100,26.86,10
72,72,WNW,100,26.86,7
72,72,W,100,26.86,6
72,72,VAR,100,26.86,2
72,72,W,100,26.83,5
72,72,W,100,26.81,5
73,73,VAR,100,26.81,3
73,73,VAR,100,26.81,3
72,72,VAR,100,26.81,3
72,72,VAR,100,26.81,1
72,72,VAR,100,26.81,1
72,72,CALM,100,26.83,0
72,72,VAR,100,26.83,2
72,72,VAR,100,26.83,2
72,72,W,100,26.86,5
73,73,VAR,100,26.86,3
75,75,NW,100,26.86,5
77,77,NW,100,26.89,6
79,77,NNW,94,26.89,6
82,75,NNW,79,26.89,6
82,75,VAR,79,26.89,6
84,75,NNW,74,26.89,5
84,75,VAR,74,26.86,7
86,75,NE,70,26.86,7
86,75,NE,70,26.83,5
88,75,SE,66,26.83,5
88,77,E,70,26.81,5
90,73,VAR,59,26.81,3
88,73,VAR,62,26.78,5
90,73,VAR,59,26.78,7
88,73,VAR,62,26.75,5
88,73,NW,62,26.75,6
88,73,NNW,62,26.75,6
88,75,VAR,66,26.75,2
86,75,VAR,70,26.75,5
86,75,VAR,70,26.75,5
84,75,VAR,74,26.78,2
84,75,VAR,74,26.78,1
84,77,W,79,26.81,3
82,79,VAR,89,26.81,3
82,79,VAR,89,26.83,1
82,81,CALM,94,26.83,0
82,79,VAR,89,26.83,1
82,79,VAR,89,26.86,2
81,81,NNW,100,26.86,3
81,79,VAR,94,26.86,3
81,79,VAR,94,26.83,2
81,79,VAR,94,26.83,1
79,79,SE,100,26.83,3
79,79,ESE,100,26.83,5
79,79,VAR,100,26.81,1
79,79,VAR,100,26.81,1
79,79,VAR,100,26.78,1
77,77,VAR,100,26.78,2
77,77,CALM,100,26.78,0
77,77,VAR,100,26.78,1
77,77,CALM,100,26.78,0
75,75,VAR,100,26.78,3
75,75,VAR,100,26.78,2
75,75,VAR,100,26.78,1
75,75,CALM,100,26.81,0
75,75,VAR,100,26.81,1
75,75,VAR,100,26.81,1
